,uneducated,educated
0,0.729613721370697,0.9012875556945801
1,0.9270386099815369,0.9012875556945801
2,0.9227467775344849,0.9313304424285889
3,0.6437768340110779,0.9098712205886841
4,0.9184549450874329,0.9012875556945801
5,0.9184549450874329,0.9012875556945801
6,0.6394850015640259,0.9012875556945801
7,0.9141631126403809,0.9012875556945801
8,0.6824034452438354,0.9184549450874329
9,0.9399141669273376,0.9055793881416321
10,0.9227467775344849,0.9012875556945801
11,0.6566523313522339,0.9012875556945801
12,0.9399141669273376,0.9098712205886841
13,0.9313304424285889,0.9012875556945801
14,0.9313304424285889,0.9012875556945801
15,0.9399141669273376,0.9012875556945801
16,0.9527897238731384,0.9012875556945801
17,0.9442059993743896,0.9055793881416321
18,0.9356223344802856,0.9141631126403809
19,0.9270386099815369,0.9012875556945801
20,0.5836910009384155,0.9012875556945801
21,0.8755365014076233,0.9012875556945801
22,0.6351931095123291,0.9012875556945801
23,0.9227467775344849,0.9012875556945801
24,0.9313304424285889,0.9012875556945801
25,0.9442059993743896,0.9012875556945801
26,0.9227467775344849,0.9055793881416321
27,0.9313304424285889,0.9055793881416321
28,0.6137338876724243,0.9012875556945801
29,0.9399141669273376,0.9055793881416321
