,energy,memory,latency,data efficiency,accuracy,accuracy uneducated
kins,-5.802455157722449,-436,-0.02398848533630371,214286.85266854195,0.8978540738423665,0.8539341886838278
kill,123.46580410872556,0,0.03015732765197754,-56495.93356897123,0.8430615146954854,0.8539341886838278
kbann,-14.903386717589655,235,-0.04177451133728027,245256.30322976038,0.9045779665311178,0.8539341886838278
