,uneducated,educated
0,0.8493949770927429,0.8453412055969238
1,0.848965048789978,0.8438056707382202
2,0.8471224308013916,0.848289430141449
3,0.848842203617096,0.8505619764328003
4,0.8493949770927429,0.8441742062568665
5,0.8476138114929199,0.8417787551879883
6,0.8450955152511597,0.8423929810523987
7,0.8433142900466919,0.8408574461936951
8,0.8450955152511597,0.8473681211471558
9,0.8447269797325134,0.8442355990409851
10,0.848412275314331,0.8440513610839844
11,0.8465695977210999,0.8459554314613342
12,0.8490878939628601,0.8503163456916809
13,0.8508076667785645,0.8473681211471558
14,0.8454025983810425,0.8471838235855103
15,0.8500092029571533,0.8451569080352783
16,0.8499478101730347,0.8476138114929199
17,0.8452797532081604,0.8464467525482178
18,0.8468767404556274,0.840181827545166
19,0.8446041345596313,0.8473681211471558
20,0.8449112176895142,0.8477365970611572
21,0.8509305119514465,0.8477365970611572
22,0.848965048789978,0.8482279777526855
23,0.8501935005187988,0.8493949770927429
24,0.8418402075767517,0.8506234288215637
25,0.8474295139312744,0.8474295139312744
26,0.8486579656600952,0.8493949770927429
27,0.838707685470581,0.846815288066864
28,0.8454025983810425,0.8445427417755127
29,0.8501320481300354,0.8459554314613342
