,uneducated,educated
0,0.8493949770927429,0.8471838235855103
1,0.848965048789978,0.8442355990409851
2,0.8471224308013916,0.837479293346405
3,0.848842203617096,0.8485351204872131
4,0.8493949770927429,0.8464467525482178
5,0.8476138114929199,0.8396289944648743
6,0.8450955152511597,0.8369879126548767
7,0.8433142900466919,0.8479208946228027
8,0.8450955152511597,0.8431300520896912
9,0.8447269797325134,0.8478594422340393
10,0.848412275314331,0.8486579656600952
11,0.8465695977210999,0.8487193584442139
12,0.8490878939628601,0.8452797532081604
13,0.8508076667785645,0.8467538952827454
14,0.8454025983810425,0.8452183604240417
15,0.8500092029571533,0.8464467525482178
16,0.8499478101730347,0.838032066822052
17,0.8452797532081604,0.848842203617096
18,0.8468767404556274,0.8494564294815063
19,0.8446041345596313,0.8453412055969238
20,0.8449112176895142,0.8485965132713318
21,0.8509305119514465,0.8467538952827454
22,0.848965048789978,0.8513604998588562
23,0.8501935005187988,0.848412275314331
24,0.8418402075767517,0.8441742062568665
25,0.8474295139312744,0.8479208946228027
26,0.8486579656600952,0.849517822265625
27,0.838707685470581,0.8424543738365173
28,0.8454025983810425,0.8478594422340393
29,0.8501320481300354,0.8466310501098633
