,uneducated,educated
0,0.9379699230194092,0.9295112490653992
1,0.9379699230194092,0.9342105388641357
2,0.9417293071746826,0.9389097690582275
3,0.9351503849029541,0.9407894611358643
4,0.9436089992523193,0.9389097690582275
5,0.9389097690582275,0.9454887509346008
6,0.9398496150970459,0.9360902309417725
7,0.9398496150970459,0.9398496150970459
8,0.942669153213501,0.9342105388641357
9,0.9370300769805908,0.9370300769805908
10,0.9389097690582275,0.9445488452911377
11,0.9389097690582275,0.9398496150970459
12,0.9332706928253174,0.9342105388641357
13,0.9389097690582275,0.9389097690582275
14,0.9351503849029541,0.9370300769805908
15,0.9370300769805908,0.9313910007476807
16,0.9436089992523193,0.9398496150970459
17,0.9436089992523193,0.9379699230194092
18,0.9454887509346008,0.9379699230194092
19,0.9407894611358643,0.9360902309417725
20,0.942669153213501,0.9379699230194092
21,0.9398496150970459,0.932330846786499
22,0.942669153213501,0.9360902309417725
23,0.9445488452911377,0.9248120188713074
24,0.9370300769805908,0.9389097690582275
25,0.9370300769805908,0.9360902309417725
26,0.9342105388641357,0.9389097690582275
27,0.9332706928253174,0.9436089992523193
28,0.9360902309417725,0.9351503849029541
29,0.9360902309417725,0.9342105388641357
